last,first,full_nm,nickname,ht,wt,reach,stance,w,l,d,belt,country,age_in_2023,active
Kolev,Kaloyan,Kaloyan Kolev,,"6' 2""",205 lbs.,"73.0""",Orthodox,10,1,0,FALSE,BUL,34,FALSE
Kolosci,John,John Kolosci,,"5' 11""",185 lbs.,--,Orthodox,15,9,0,FALSE,USA,34,FALSE
Kondo,Yuki,Yuki Kondo,,"5' 11""",183 lbs.,--,Southpaw,60,33,9,FALSE,JPN,28,FALSE
Kondo,Syuri,Syuri Kondo,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,3,0,FALSE,JPN,28,FALSE
Kongo,Cheick,Cheick Kongo,,"6' 4""",240 lbs.,"82.0""",Orthodox,27,10,2,FALSE,FRA,27,FALSE
Kopylov,Andrei,Andrei Kopylov,,"6' 2""",265 lbs.,--,Orthodox,6,11,0,FALSE,POL,31,FALSE
Kopylov,Roman,Roman Kopylov,,"6' 0""",185 lbs.,"75.0""",Southpaw,10,2,0,FALSE,RUS,29,TRUE
Korea,Bruno,Bruno Korea,,"5' 6""",135 lbs.,"65.0""",,7,3,0,FALSE,BRA,31,FALSE
Koreshkov,Andrey,Andrey Koreshkov,Spartan,"6' 0""",170 lbs.,--,,19,2,0,FALSE,RUS,31,FALSE
Koscheck,Josh,Josh Koscheck,,"5' 10""",170 lbs.,"73.0""",Orthodox,17,11,0,FALSE,USA,34,FALSE
Koslow,Steven,Steven Koslow,Obi Won Shinobi The Pillow,"5' 7""",125 lbs.,"69.0""",Switch,6,1,0,FALSE,USA,28,FALSE
Kotani,Naoyuki,Naoyuki Kotani,,"5' 8""",155 lbs.,"66.0""",Southpaw,34,14,7,FALSE,JPN,29,FALSE
Kotau,Ilya,Ilya Kotau,,--,170 lbs.,--,,1,2,0,FALSE,JPN,31,FALSE
Kotchkine,Iouri,Iouri Kotchkine,,"6' 2""",235 lbs.,--,Orthodox,7,4,1,FALSE,JPN,31,FALSE
Kovacs,Matt,Matt Kovacs,300,"6' 0""",244 lbs.,--,Orthodox,12,16,0,FALSE,USA,27,FALSE
Kowal,Marcus,Marcus Kowal,,--,135 lbs.,--,,3,1,1,FALSE,UKR,27,FALSE
Kowalkiewicz,Karolina,Karolina Kowalkiewicz,,"5' 3""",115 lbs.,"64.0""",Orthodox,15,7,0,FALSE,POL,27,TRUE
Kozola,Steve,Steve Kozola,,--,155 lbs.,--,,8,0,0,FALSE,USA,28,FALSE
Krantz,Derrick,Derrick Krantz,D-Rock,"5' 10""",170 lbs.,"72.0""",Orthodox,22,12,0,FALSE,USA,31,FALSE
Krause,James,James Krause,The,"6' 2""",170 lbs.,"73.0""",Orthodox,28,9,0,FALSE,USA,31,FALSE
Krauss,Pascal,Pascal Krauss,Panzer,"6' 1""",170 lbs.,--,Orthodox,11,2,0,FALSE,GER,29,FALSE
Kronvold,Rene,Rene Kronvold,,"5' 8""",170 lbs.,--,Orthodox,5,1,0,FALSE,CRO,29,FALSE
Kruth,Jorgen,Jorgen Kruth,The Last Viking,"6' 2""",205 lbs.,--,,5,0,0,FALSE,SWE,34,FALSE
Krylov,Nikita,Nikita Krylov,The Miner,"6' 3""",205 lbs.,"77.0""",Orthodox,30,9,0,FALSE,UKR,29,TRUE
Ksiazkiewicz,Mariusz,Mariusz Ksiazkiewicz,The Iron Pol,"6' 3""",185 lbs.,"75.0""",Southpaw,8,1,0,FALSE,CAN,27,FALSE
Kudo,Junya,Junya Kudo,,--,135 lbs.,--,Orthodox,10,7,2,FALSE,BLR,34,FALSE
Kuhner,John,John Kuhner,,--,170 lbs.,--,,1,2,0,FALSE,CRO,34,FALSE
Kuiper,Michael,Michael Kuiper,,"6' 0""",185 lbs.,"73.0""",Orthodox,15,5,0,FALSE,NED,27,FALSE
Kuivanen,Anton,Anton Kuivanen,,"5' 8""",155 lbs.,"72.0""",Orthodox,24,10,0,FALSE,FIN,31,FALSE
Kujala,Maiju,Maiju Kujala,,--,135 lbs.,--,,6,3,0,FALSE,FIN,27,FALSE
Kumar,Sumit,Sumit Kumar,The Indian Kid,"5' 5""",125 lbs.,"66.0""",Orthodox,8,1,0,FALSE,IND,28,FALSE
Kunchenko,Aleksei,Aleksei Kunchenko,,"5' 8""",170 lbs.,"70.0""",Orthodox,20,2,0,FALSE,RUS,#N/A,FALSE
Kuniev,Rizvan,Rizvan Kuniev,,"6' 4""",240 lbs.,"76.0""",Orthodox,11,2,1,FALSE,RUS,29,FALSE
Kunihara,Keigo,Keigo Kunihara,,"6' 0""",235 lbs.,--,Orthodox,3,2,0,FALSE,RUS,27,FALSE
Kunimoto,Kiichi,Kiichi Kunimoto,Strasser,"5' 10""",170 lbs.,"71.0""",Orthodox,18,7,2,FALSE,JPN,27,FALSE
Kuntz,Leo,Leo Kuntz,The Lion,"5' 10""",155 lbs.,--,Orthodox,18,4,1,FALSE,USA,27,FALSE
Kuppe,Korey,Korey Kuppe,,"6' 5""",170 lbs.,"77.0""",Switch,8,4,0,FALSE,USA,27,FALSE
Kuramagomedov,Ramazan,Ramazan Kuramagomedov,,"6' 1""",170 lbs.,"73.0""",Orthodox,8,0,0,FALSE,RUS,29,FALSE
Kurihara,Tsuyoshi,Tsuyoshi Kurihara,,"5' 10""",185 lbs.,--,Orthodox,10,8,2,FALSE,POL,28,FALSE
Kurtanidze,Eldari,Eldari Kurtanidze,,"5' 6""",235 lbs.,--,Orthodox,0,1,0,FALSE,JPN,31,FALSE
Kurtz,Kyle,Kyle Kurtz,,--,170 lbs.,--,,7,5,0,FALSE,USA,27,FALSE
Kutateladze,Guram,Guram Kutateladze,Georgian Viking,"5' 11""",155 lbs.,"72.0""",Orthodox,12,4,0,FALSE,POL,31,TRUE
Kvokov,Lina,Lina Kvokov,,"5' 9""",135 lbs.,--,Orthodox,0,3,0,FALSE,GEO,27,FALSE
Kwan,Kaleo,Kaleo Kwan,Leo Boy,"5' 7""",155 lbs.,--,,11,16,0,FALSE,USA,34,FALSE
Kwitty,Jarrod,Jarrod Kwitty,,"5' 8""",185 lbs.,--,,2,2,0,FALSE,POL,31,FALSE
Kyle,Mike,Mike Kyle,MAK,"6' 4""",205 lbs.,"77.0""",Orthodox,22,14,1,FALSE,USA,27,FALSE
Labasanov,Achmed,Achmed Labasanov,,"6' 3""",215 lbs.,--,Orthodox,7,4,0,FALSE,MNP,#N/A,FALSE
LaBerge,Josh,Josh LaBerge,,"5' 10""",145 lbs.,--,,11,6,0,FALSE,USA,34,FALSE
Labiano,Jeremiah,Jeremiah Labiano,The Kid,"5' 10""",135 lbs.,--,,11,5,0,FALSE,USA,31,FALSE
Lacerda,Daniel,Daniel Lacerda,Miojo,"5' 6""",125 lbs.,"70.0""",Switch,11,5,0,FALSE,BRA,31,FALSE
Lacerda,Luan,Luan Lacerda,,"5' 7""",135 lbs.,"71.0""",Orthodox,12,3,0,FALSE,BRA,27,FALSE
Lachinov,Kemran,Kemran Lachinov,,--,170 lbs.,--,,3,2,0,FALSE,USA,27,FALSE
Ladd,Aspen,Aspen Ladd,,"5' 6""",135 lbs.,"66.0""",Orthodox,9,3,0,FALSE,USA,31,TRUE
LaFlare,Ryan,Ryan LaFlare,,"6' 1""",170 lbs.,"74.0""",Southpaw,14,3,0,FALSE,USA,29,FALSE
Laframboise,Corinne,Corinne Laframboise,,--,125 lbs.,--,,8,4,0,FALSE,CAN,31,FALSE
Lagman,Ben,Ben Lagman,Bad News,"6' 2""",185 lbs.,--,,6,5,0,FALSE,USA,31,FALSE
Lahat,Noad,Noad Lahat,Neo,"5' 9""",145 lbs.,"69.0""",Orthodox,11,2,0,FALSE,ISR,29,FALSE
Lahdemaki,Tina,Tina Lahdemaki,Jelly Bean,"5' 2""",115 lbs.,--,Orthodox,5,1,0,FALSE,FIN,28,FALSE
Lainesse,Yohan,Yohan Lainesse,White Lion,"6' 1""",170 lbs.,"76.0""",Orthodox,9,2,0,FALSE,CAN,28,TRUE
Lajcik,Tim,Tim Lajcik,The Bohemian,"6' 1""",225 lbs.,--,Orthodox,7,6,1,FALSE,BRA,28,FALSE
Lally,Todd,Todd Lally,,"5' 7""",145 lbs.,--,Orthodox,2,1,0,FALSE,USA,28,FALSE
Lally,Sean,Sean Lally,The Unpredictable One,"6' 0""",170 lbs.,--,Orthodox,7,3,0,FALSE,USA,29,FALSE
Lamas,Ricardo,Ricardo Lamas,The Bully,"5' 8""",145 lbs.,"71.0""",Orthodox,20,8,0,FALSE,USA,29,FALSE
Lambert,Jason,Jason Lambert,The Punisher,"6' 3""",185 lbs.,"75.0""",Orthodox,26,13,0,FALSE,USA,31,FALSE
Landi-Jons,Jose,Jose Landi-Jons,Pele,"5' 11""",170 lbs.,--,Orthodox,29,16,0,FALSE,BRA,34,FALSE
Landwehr,Nate,Nate Landwehr,The Train,"5' 9""",145 lbs.,"72.0""",Orthodox,17,5,0,FALSE,USA,29,TRUE
Lane,Austen,Austen Lane,,"6' 6""",245 lbs.,"80.0""",Orthodox,12,3,0,FALSE,USA,31,FALSE
Lanfranco,Aaron,Aaron Lanfranco,,--,155 lbs.,--,,5,1,0,FALSE,USA,#N/A,FALSE
Lang,Jeremy,Jeremy Lang,,"5' 11""",205 lbs.,--,Southpaw,21,2,0,FALSE,USA,31,FALSE
Lanham,Lionel,Lionel Lanham,,--,205 lbs.,--,,5,1,0,FALSE,USA,27,FALSE
Lansberg,Lina,Lina Lansberg,Elbow Queen,"5' 7""",135 lbs.,"65.0""",Orthodox,10,8,0,FALSE,SWE,27,FALSE
Lapilus,Taylor,Taylor Lapilus,Double Impact,"5' 6""",135 lbs.,"73.0""",Southpaw,18,3,0,FALSE,FRA,28,FALSE
Laprise,Chad,Chad Laprise,The Disciple,"5' 10""",170 lbs.,"71.0""",Orthodox,13,4,0,FALSE,CAN,31,FALSE
Lapsley,Anthony,Anthony Lapsley,The Recipe,"5' 9""",170 lbs.,--,Southpaw,23,7,0,FALSE,CAN,31,FALSE
Laramie,TJ,TJ Laramie,,"5' 6""",145 lbs.,"66.0""",Orthodox,12,5,0,FALSE,CAN,28,FALSE
Larenas,Icho,Icho Larenas,,"6' 3""",235 lbs.,--,Orthodox,6,5,0,FALSE,FRA,31,FALSE
Larkin,Lorenz,Lorenz Larkin,The Monsoon,"5' 11""",170 lbs.,"72.0""",Orthodox,18,6,0,FALSE,USA,27,FALSE
Larsen,Jeremy,Jeremy Larsen,,"5' 10""",145 lbs.,"70.0""",Orthodox,8,5,0,FALSE,USA,31,FALSE
Larson,Brock,Brock Larson,,"5' 11""",170 lbs.,"71.0""",Southpaw,42,10,0,FALSE,USA,31,FALSE
Larson,Ryan,Ryan Larson,,--,170 lbs.,--,,6,2,0,FALSE,USA,29,FALSE
Lashley,Bobby,Bobby Lashley,,"6' 3""",255 lbs.,"78.0""",Orthodox,15,2,0,FALSE,USA,31,FALSE
Latifi,Ilir,Ilir Latifi,The Sledgehammer,"5' 10""",230 lbs.,"73.0""",Orthodox,17,9,0,FALSE,SWE,31,TRUE
Latu,Sione,Sione Latu,,"6' 0""",215 lbs.,--,,1,0,0,FALSE,USA,28,FALSE
Lausa,Jenel,Jenel Lausa,,"5' 5""",125 lbs.,"68.0""",Orthodox,7,5,0,FALSE,PHI,31,FALSE
Lauzon,Joe,Joe Lauzon,,"5' 10""",155 lbs.,"71.0""",Orthodox,28,16,0,FALSE,USA,34,TRUE
Lauzon,Dan,Dan Lauzon,The Upgrade,"5' 10""",155 lbs.,--,Orthodox,17,6,0,FALSE,USA,31,FALSE
Lavado,Sandra,Sandra Lavado,Peruvian Zombie,"5' 7""",115 lbs.,"66.0""",Orthodox,10,3,0,FALSE,PER,29,FALSE
Lavender,Chatt,Chatt Lavender,,"5' 8""",170 lbs.,--,,9,7,0,FALSE,USA,27,FALSE
Lawal,Muhammed,Muhammed Lawal,King Mo,"6' 0""",205 lbs.,"78.0""",Southpaw,21,6,0,FALSE,USA,29,FALSE
Lawler,Robbie,Robbie Lawler,Ruthless,"5' 11""",170 lbs.,"74.0""",Southpaw,29,16,0,TRUE,USA,29,FALSE
Lawlor,Tom,Tom Lawlor,Filthy,"6' 0""",205 lbs.,"74.0""",Southpaw,10,6,0,FALSE,USA,28,FALSE
Lawrence,Justin,Justin Lawrence,The American Kidd,"5' 8""",145 lbs.,"67.0""",Orthodox,10,4,0,FALSE,USA,34,FALSE
Lawrence,Lance,Lance Lawrence,,"6' 1""",145 lbs.,"74.0""",Orthodox,4,1,0,FALSE,USA,27,FALSE
Lawrence,Ronnie,Ronnie Lawrence,The Heat,"5' 8""",135 lbs.,"68.0""",Switch,8,2,0,FALSE,USA,29,TRUE
Lawson,Eric,Eric Lawson,,"6' 0""",185 lbs.,--,Orthodox,9,5,0,FALSE,ENG,31,FALSE
Lawson,Jimmy,Jimmy Lawson,Greedy,"6' 0""",265 lbs.,"77.0""",Orthodox,4,2,0,FALSE,USA,34,FALSE
Lazaro,Valmir,Valmir Lazaro,Bidu,"6' 0""",155 lbs.,"73.0""",Orthodox,15,5,0,FALSE,BRA,28,FALSE
Lazishvili,Zviad,Zviad Lazishvili,,"5' 6""",135 lbs.,"69.0""",Orthodox,13,1,0,FALSE,GEO,28,FALSE
Lazzez,Mounir,Mounir Lazzez,The Sniper,"6' 1""",170 lbs.,"76.0""",Orthodox,11,3,0,FALSE,TUN,29,FALSE
Le,Cung,Cung Le,,"5' 9""",185 lbs.,"70.0""",Southpaw,9,3,0,FALSE,FRA,31,FALSE
Le,Thanh,Thanh Le,,"5' 9""",145 lbs.,"74.0""",Orthodox,6,1,0,FALSE,FRA,28,FALSE
Leavitt,Jordan,Jordan Leavitt,The Monkey King,"5' 9""",155 lbs.,"71.0""",Southpaw,11,2,0,FALSE,USA,34,TRUE
LeBanner,Jerome,Jerome LeBanner,,"6' 3""",265 lbs.,--,Southpaw,3,2,0,FALSE,FRA,31,FALSE
Leben,Chris,Chris Leben,The Crippler,"5' 11""",185 lbs.,"73.0""",Southpaw,22,11,0,FALSE,USA,27,FALSE
Lebout,Mickael,Mickael Lebout,Ragnar,"5' 11""",155 lbs.,"73.0""",Orthodox,16,7,1,FALSE,FRA,27,FALSE
Ledbetter,Stephen,Stephen Ledbetter,,"5' 9""",145 lbs.,--,Orthodox,8,3,0,FALSE,CAN,28,FALSE
Ledet,Justin,Justin Ledet,El Blanco,"6' 4""",205 lbs.,"80.0""",Orthodox,9,4,0,FALSE,USA,34,FALSE
Lee,James,James Lee,,"5' 11""",205 lbs.,--,Southpaw,15,3,0,FALSE,USA,31,FALSE
Lee,David,David Lee,,"5' 10""",155 lbs.,--,Orthodox,12,10,0,FALSE,ENG,31,FALSE
Lee,Jackie,Jackie Lee,,--,--,--,,0,1,0,FALSE,SKO,31,FALSE
Lee,Eun Soo,Eun Soo Lee,,"6' 1""",215 lbs.,--,Orthodox,17,4,0,FALSE,SKO,31,FALSE
Lee,Tae Hyun,Tae Hyun Lee,,"6' 6""",295 lbs.,--,Orthodox,1,2,0,FALSE,SKO,28,FALSE
Lee,Tommy,Tommy Lee,,"5' 7""",145 lbs.,--,Orthodox,25,6,0,FALSE,SKO,28,FALSE
Lee,Matt,Matt Lee,,"5' 11""",155 lbs.,--,Orthodox,14,10,1,FALSE,USA,27,FALSE
Lee,Imani,Imani Lee,,--,--,--,Orthodox,2,4,0,FALSE,SKO,31,FALSE
Lee,Vaughan,Vaughan Lee,,"5' 6""",125 lbs.,"66.0""",Orthodox,14,13,1,FALSE,ENG,28,FALSE
Lee,Kevin,Kevin Lee,The Motown Phenom,"5' 9""",170 lbs.,"77.0""",Orthodox,18,8,0,FALSE,USA,27,FALSE
Lee,Rocky,Rocky Lee,,"5' 9""",145 lbs.,--,Orthodox,3,2,0,FALSE,TWN,29,FALSE
Lee,Andrea,Andrea Lee,KGB,"5' 6""",125 lbs.,"69.0""",Orthodox,13,7,0,FALSE,USA,31,TRUE
Lee,JeongYeong,JeongYeong Lee,Korean Tiger,"5' 10""",145 lbs.,"73.0""",Orthodox,10,1,0,FALSE,SKO,31,FALSE
Lee,JungHyun,JungHyun Lee,The Phenom,"5' 5""",125 lbs.,"65.0""",Orthodox,8,1,0,FALSE,USA,34,FALSE
Lee,ChangHo,ChangHo Lee,,"5' 8""",135 lbs.,"69.0""",Orthodox,8,1,0,FALSE,USA,31,FALSE
Legere Jr.,Ricky,Ricky Legere Jr.,IE Bad Boy,"5' 8""",170 lbs.,--,,14,4,0,FALSE,USA,29,FALSE
Leggett,Sherron,Sherron Leggett,Rob Roy,"5' 8""",155 lbs.,--,Southpaw,21,6,0,FALSE,USA,29,FALSE
Leialoha,Cheyden,Cheyden Leialoha,Steadfast,"5' 8""",135 lbs.,"73.0""",Orthodox,6,0,0,FALSE,USA,27,FALSE
Leite,Claudia,Claudia Leite,,"5' 3""",135 lbs.,"64.0""",Orthodox,8,3,0,FALSE,BRA,27,FALSE
Leites,Thales,Thales Leites,,"6' 1""",185 lbs.,"78.0""",Orthodox,28,9,0,FALSE,BRA,28,FALSE
Leko,Stefan,Stefan Leko,Blitz,"6' 2""",215 lbs.,--,Orthodox,0,3,0,FALSE,USA,28,FALSE
Lemley,Gabe,Gabe Lemley,,"5' 8""",155 lbs.,--,Orthodox,13,9,0,FALSE,USA,31,FALSE
Lemos,Amanda,Amanda Lemos,,"5' 4""",115 lbs.,"65.0""",Southpaw,13,2,1,FALSE,BRA,31,TRUE
Lemos,Giacomo,Giacomo Lemos,,"6' 3""",247 lbs.,"75.0""",Orthodox,6,0,0,FALSE,BRA,31,FALSE
Leninger,Christophe,Christophe Leninger,,"6' 0""",200 lbs.,--,Southpaw,3,4,0,FALSE,USA,27,FALSE
Lennox,Jesse,Jesse Lennox,The Ox,"5' 9""",170 lbs.,"72.0""",Orthodox,14,4,0,FALSE,AUS,31,FALSE
Lenogue,Jean Francois,Jean Francois Lenogue,,"6' 0""",185 lbs.,--,Orthodox,16,17,3,FALSE,AUS,31,FALSE
Lentz,Nik,Nik Lentz,The Carny,"5' 8""",145 lbs.,"68.0""",Orthodox,30,12,2,FALSE,USA,29,FALSE
Leon,Alberta Cerra,Alberta Cerra Leon,,"5' 8""",238 lbs.,--,,0,1,0,FALSE,USA,#N/A,FALSE
Leonardo,Victoria,Victoria Leonardo,Fury,"5' 5""",125 lbs.,"64.0""",Orthodox,9,6,0,FALSE,USA,28,TRUE
Leone,Anthony,Anthony Leone,,"5' 6""",135 lbs.,--,Orthodox,15,8,0,FALSE,USA,31,FALSE
Leonhardt,Chad,Chad Leonhardt,The Boss,"6' 0""",170 lbs.,--,,9,4,0,FALSE,USA,31,FALSE
Leopoldo,Kimo,Kimo Leopoldo,,"6' 3""",235 lbs.,--,Orthodox,10,7,1,FALSE,BRA,27,FALSE
Lerma,Michael,Michael Lerma,,--,--,--,,0,1,0,FALSE,FRA,27,FALSE
Les,Lukasz,Lukasz Les,,--,170 lbs.,--,,8,3,0,FALSE,FRA,27,FALSE
Lesnar,Brock,Brock Lesnar,,"6' 3""",265 lbs.,"81.0""",Orthodox,5,3,0,TRUE,USA,31,FALSE
Lester,Frank,Frank Lester,,"5' 11""",170 lbs.,--,Orthodox,11,6,0,FALSE,USA,31,FALSE
Letourneau,Valerie,Valerie Letourneau,Trouble,"5' 7""",115 lbs.,"68.0""",Orthodox,8,6,0,FALSE,CAN,28,FALSE
Letson,Leah,Leah Letson,Nidas,"5' 7""",145 lbs.,"71.0""",,5,3,0,FALSE,USA,27,TRUE
Levens,Justin,Justin Levens,The Executioner,"5' 11""",185 lbs.,--,Orthodox,10,7,0,FALSE,AUS,34,FALSE
LeVesseur,Marcus,Marcus LeVesseur,The Prospect,"5' 9""",155 lbs.,"70.0""",Southpaw,22,7,0,FALSE,USA,27,FALSE
Levicki,David,David Levicki,,"6' 5""",275 lbs.,--,,1,3,0,FALSE,FRA,31,FALSE
Levinton,Kyle,Kyle Levinton,,--,--,--,,0,3,0,FALSE,USA,27,FALSE
Levy,Natan,Natan Levy,Lethal,"5' 9""",155 lbs.,"71.0""",Southpaw,8,1,0,FALSE,ISR,29,TRUE
Lewis,John,John Lewis,,"6' 0""",155 lbs.,--,Southpaw,3,4,3,FALSE,ENG,34,FALSE
Lewis,Derrick,Derrick Lewis,The Black Beast,"6' 3""",260 lbs.,"79.0""",Orthodox,26,11,0,FALSE,USA,31,TRUE
Lewis,Bevon,Bevon Lewis,,"6' 3""",185 lbs.,"79.0""",Orthodox,7,3,0,FALSE,USA,31,FALSE
Lewis,Brandon,Brandon Lewis,,"5' 4""",135 lbs.,"70.0""",Orthodox,6,2,0,FALSE,USA,31,FALSE
Lewis,Malik,Malik Lewis,Hard Knock,"6' 0""",155 lbs.,"76.0""",Orthodox,5,1,0,FALSE,USA,27,FALSE
Lewis-Parry,Chi,Chi Lewis-Parry,Chopper,"6' 9""",243 lbs.,--,,7,0,1,FALSE,ENG,27,FALSE
Jingliang,Li,Li Jingliang,The Leech,"6' 0""",170 lbs.,"71.0""",Orthodox,19,8,0,FALSE,CHN,27,FALSE
Kaiwen,Li,Li Kaiwen,The Underdog,"5' 9""",145 lbs.,"72.0""",Southpaw,11,5,0,FALSE,CHN,27,FALSE
Na,Liang,Liang Na,The Dragon Girl,"5' 5""",125 lbs.,"67.0""",Orthodox,19,6,0,FALSE,SKO,27,FALSE
Liaudin,Jess,Jess Liaudin,The Joker,"5' 9""",170 lbs.,"72.0""",Orthodox,20,11,0,FALSE,CHN,31,FALSE
Liddell,Chuck,Chuck Liddell,The Iceman,"6' 2""",205 lbs.,"76.0""",Orthodox,21,8,0,TRUE,USA,27,FALSE
Lidio,Rodrigo,Rodrigo Lidio,Dynamis,"5' 11""",155 lbs.,"73.0""",Orthodox,12,3,0,FALSE,BRA,29,FALSE
Liera,Sam,Sam Liera,,--,--,--,,12,10,0,FALSE,CAN,29,FALSE
Light,Zach,Zach Light,,"5' 8""",170 lbs.,--,Orthodox,9,11,0,FALSE,USA,28,FALSE
Lighty,Scott,Scott Lighty,,"6' 2""",205 lbs.,--,,6,2,0,FALSE,USA,29,FALSE
Liguori,Chris,Chris Liguori,,"5' 9""",185 lbs.,--,Orthodox,15,10,0,FALSE,USA,27,FALSE
Liles,Donnie,Donnie Liles,,"5' 9""",170 lbs.,--,Orthodox,17,7,0,FALSE,USA,31,FALSE
Lim,Jae Suk,Jae Suk Lim,,"5' 9""",170 lbs.,--,Orthodox,17,6,0,FALSE,KOR,31,FALSE
Lim,Hyun Gyu,Hyun Gyu Lim,The Ace,"6' 3""",170 lbs.,"77.0""",Orthodox,13,7,1,FALSE,KOR,31,FALSE
Lima,Juliana,Juliana Lima,Ju Thai,"5' 5""",115 lbs.,"65.0""",Orthodox,9,5,0,FALSE,BRA,34,FALSE
Lima,Dhiego,Dhiego Lima,,"6' 2""",170 lbs.,"75.0""",Orthodox,17,9,0,FALSE,BRA,31,FALSE
Lima,Douglas,Douglas Lima,The Phenom,"6' 1""",170 lbs.,--,,29,6,0,FALSE,BRA,31,FALSE
Lima,Mabelly,Mabelly Lima,,"5' 2""",135 lbs.,--,Orthodox,7,1,0,FALSE,BRA,27,FALSE
Linares,Miguel,Miguel Linares,,--,--,--,,2,4,0,FALSE,CHN,27,FALSE
Linares,Emiliano,Emiliano Linares,Golden Bull,"5' 8""",145 lbs.,"72.0""",Orthodox,8,2,0,FALSE,CHN,31,FALSE
Lindland,Matt,Matt Lindland,The Law,"6' 0""",185 lbs.,"74.0""",Southpaw,22,9,0,FALSE,USA,27,FALSE
Lindsey,Jake,Jake Lindsey,The Librarian,"5' 11""",155 lbs.,--,Switch,12,7,0,FALSE,USA,31,FALSE
Lineker,John,John Lineker,Hands of Stone,"5' 3""",135 lbs.,"67.0""",Orthodox,31,9,0,FALSE,BRA,34,FALSE
Lingo,Austin,Austin Lingo,Lights Out,"5' 10""",145 lbs.,"70.0""",Orthodox,9,2,0,FALSE,USA,31,TRUE
Linhares,Lucio,Lucio Linhares,,"6' 2""",185 lbs.,--,Orthodox,19,8,0,FALSE,BRA,27,FALSE
Lins,Philipe,Philipe Lins,Monstro,"6' 2""",205 lbs.,"78.0""",Orthodox,17,5,0,FALSE,BRA,29,TRUE
Lipski,Ariane,Ariane Lipski,Queen of Violence,"5' 6""",125 lbs.,"67.0""",Orthodox,16,8,0,FALSE,BRA,31,TRUE
Lisboa,Tainara,Tainara Lisboa,Thai Panther,"5' 7""",135 lbs.,"67.0""",Orthodox,6,2,0,FALSE,BRA,28,FALSE
Lister,Dean,Dean Lister,The Boogeyman,"6' 1""",185 lbs.,"75.0""",Orthodox,13,7,0,FALSE,USA,31,FALSE
Little,Wesley,Wesley Little,,"6' 4""",205 lbs.,--,,4,8,0,FALSE,USA,28,FALSE
Llontop,James,James Llontop,Goku,--,155 lbs.,--,,13,2,0,FALSE,PER,31,FALSE
Lloveras,Abner,Abner Lloveras,Skullman,"5' 11""",155 lbs.,--,,20,9,1,FALSE,ESP,#N/A,FALSE
Lo-A-Njoe,Brian,Brian Lo-A-Njoe,,"5' 7""",155 lbs.,--,Orthodox,6,10,3,FALSE,NED,31,FALSE
Lober,John,John Lober,The Machine,"5' 11""",199 lbs.,--,Orthodox,5,9,4,FALSE,BRA,34,FALSE
Lobov,Artem,Artem Lobov,The Russian Hammer,"5' 9""",145 lbs.,"65.0""",Southpaw,13,15,1,FALSE,IRL,31,FALSE
Lockard,Dylan,Dylan Lockard,,"5' 9""",145 lbs.,"72.0""",Orthodox,6,2,0,FALSE,USA,31,FALSE
Loeffler,Sean,Sean Loeffler,The Destroyer,"6' 3""",185 lbs.,--,Orthodox,31,5,0,FALSE,USA,29,FALSE
Lohsen,Christian,Christian Lohsen,Hollywood,"6' 2""",155 lbs.,"77.0""",Southpaw,4,2,0,FALSE,USA,27,FALSE
Loiseau,David,David Loiseau,The Crow,"6' 0""",185 lbs.,"76.0""",Orthodox,23,11,0,FALSE,CAN,31,FALSE
Lombard,Hector,Hector Lombard,,"5' 9""",185 lbs.,"71.0""",Southpaw,34,10,1,FALSE,CUB,31,FALSE
Lombardo,Michael,Michael Lombardo,The Don,"6' 0""",170 lbs.,"72.0""",Orthodox,11,2,0,FALSE,USA,27,FALSE
Long,Rocky,Rocky Long,,--,145 lbs.,--,,21,37,1,FALSE,WAL,29,FALSE
Longacre,Thomas,Thomas Longacre,,"5' 9""",145 lbs.,--,Orthodox,6,1,0,FALSE,USA,28,FALSE
Lookboonmee,Loma,Loma Lookboonmee,,"5' 1""",115 lbs.,"61.0""",Orthodox,8,3,0,FALSE,THA,27,TRUE
Loosa,Ange,Ange Loosa,The Last Ninja,"5' 10""",170 lbs.,"74.0""",Orthodox,9,3,0,FALSE,THA,31,TRUE
Lopes,Lucas,Lucas Lopes,,"6' 2""",185 lbs.,--,,29,19,0,FALSE,BRA,27,FALSE
Lopes,Dileno,Dileno Lopes,,"5' 5""",135 lbs.,--,,19,3,0,FALSE,BRA,31,FALSE
Lopes,Diego,Diego Lopes,,"5' 11""",145 lbs.,"72.0""",Orthodox,21,6,0,FALSE,BRA,31,FALSE
Lopes,Bruno,Bruno Lopes,Brunao,--,205 lbs.,--,,11,0,0,FALSE,BRA,31,FALSE
Lopez,Ivan,Ivan Lopez,,"5' 6""",135 lbs.,--,Southpaw,14,3,1,FALSE,MEX,31,FALSE
Lopez,Steve,Steve Lopez,,"5' 11""",155 lbs.,--,Orthodox,13,6,1,FALSE,USA,28,FALSE
Lopez,Federico,Federico Lopez,Kiko,"5' 4""",139 lbs.,--,Orthodox,10,6,0,FALSE,USA,31,FALSE
Lopez,Jorge,Jorge Lopez,,"5' 10""",170 lbs.,--,Orthodox,11,5,0,FALSE,USA,34,FALSE
Lopez,Christopher,Christopher Lopez,,"5' 10""",170 lbs.,--,,9,1,0,FALSE,MEX,27,FALSE
